Word,Meaning,Sense,Sentence 1,Sentence 2,Sentence 3
trepidation,dread,−,He waited for the results with trepidation.,She approached the podium with trepidation.,Their trepidation grew as the storm neared.
tribute,honoring gift,+,They paid tribute to the retiring judge.,She wrote a moving tribute to her friend.,The concert was a tribute to jazz legends.
trifle,trivial matter,−,Do not fight over such a trifle.,She spent a trifle on the small gift.,He wasted hours on trifles.
trigger,cause,N,The scandal triggered a full investigation.,A loud noise triggered the alarm.,Old songs trigger warm memories for her.
triumph,victory,+,The win was a triumph for the team.,She spoke of her triumph with humility.,His triumph over illness inspired us all.
trivial,insignificant,−,They argued over a trivial issue.,Do not spend energy on trivial worries.,The mistake was trivial and easy to fix.
truculent,savagely defiant,−,The truculent teenager refused every rule.,His truculent tone shocked the panel.,She avoided the truculent old dog.
truism,obvious truth,N,'Practice makes perfect' is a truism.,Her essay opens with a common truism.,He tries to avoid truisms in his writing.
trumpet,announce loudly,N,He trumpeted his success to everyone.,She refused to trumpet the small win.,The company trumpets its new product line.
truncate,cut short,N,The editor truncated the long article.,She had to truncate her speech due to time.,A power cut truncated the meeting.
truthfulness,honesty,+,Her truthfulness earned her wide trust.,The witness's truthfulness impressed the jury.,Truthfulness is central to her character.
turbid,muddy,−,The turbid river carried mud from the flood.,His turbid explanation confused the class.,The turbid pool needed cleaning.
turbulence,unstable disturbance,−,The plane hit turbulence over the mountains.,There is turbulence in the executive team.,Political turbulence rattled the markets.
turgid,pompously overblown,−,The turgid prose bored every reader.,She cut the turgid paragraphs from the draft.,His turgid style hid weak ideas.
turpitude,depraved wickedness,−,He was fired for moral turpitude.,The court noted the turpitude of the act.,Her novel explores urban turpitude.
tweak,small adjustment,N,Please tweak the design for clarity.,A small tweak improved the recipe.,She tweaked the plan after feedback.
typical,characteristic,N,He gave a typical excuse for being late.,The weather is typical for April.,She showed typical calm under pressure.
tyro,beginner,N,He is a tyro at chess.,The tyro asked many good questions.,She was once a tyro in this field.
