Word,Meaning,Sense,Sentence 1,Sentence 2,Sentence 3
deportment,conduct,N,Her deportment at court impressed the queen.,His deportment during the crisis was calm.,The school teaches good deportment.
depose,remove from power,N,Rebels deposed the dictator in a day.,The board deposed the CEO after the scandal.,Historians study how kings are deposed.
depraved,morally corrupt,−,He wrote about a depraved villain.,The depraved criminal shocked the town.,She refused to watch such depraved shows.
deprecate,disapprove,−,He deprecated the trend of vulgar humor.,She deprecates online rudeness.,The report deprecates old training methods.
depress,sadden,−,The gray weather depresses him.,Bad news depressed the whole office.,Falling grades depressed her mother.
deride,mock,−,They derided his old-fashioned suit.,Critics derided the film as silly.,Do not deride your teammates in public.
derision,mockery,−,His plan was met with derision.,She endured the class's derision bravely.,Public derision followed the failed launch.
derivative,unoriginal,−,His novel is entirely derivative.,The film feels derivative and safe.,She dislikes derivative art.
derive,obtain from,N,She derives joy from her work.,The word derives from Latin.,We derive energy from food.
derogatory,insulting,−,He made a derogatory comment about her age.,Avoid derogatory terms in professional writing.,The nickname was clearly derogatory.
desiccate,dry out,−,The sun desiccated the crops.,Long silence desiccated the friendship.,Desert winds desiccated the land.
despair,hopelessness,−,She fell into despair after the loss.,He gave a look of quiet despair.,Do not give in to despair.
desperation,hopeless urgency,−,She wrote out of pure desperation.,The tone of desperation was clear.,Desperation drove him to steal.
despot,tyrant,−,The despot silenced all opposition.,He ran the company like a despot.,History remembers him as a cruel despot.
destabilize,upset,−,The scandal destabilized the government.,Do not destabilize the delicate deal.,Rumors could destabilize the market.
destiny,fate,N,She believes it was her destiny to teach.,He tried to shape his own destiny.,Their destiny was tied to the town.
destroy,ruin completely,−,Fire destroyed the old library.,Do not let bitterness destroy you.,The bomb destroyed the bridge.
desultory,aimless,−,He gave a desultory answer to the question.,Their desultory chat went nowhere.,She flipped through the book in a desultory way.
detach,separate,N,Please detach the coupon and mail it.,She learned to detach from stressful news.,Detach the hose before storing it.
detente,easing of tension,+,The two nations achieved a fragile detente.,There was a brief detente after the summit.,Detente followed months of angry talks.
deter,discourage,N,High fines deter reckless driving.,Bad reviews did not deter buyers.,Fear did not deter her from speaking up.
deteriorate,worsen,−,His health deteriorated over the winter.,The roads deteriorated in the rain.,Talks deteriorated after the insult.
determine,decide,N,Tests will determine the cause of illness.,She determined to finish her degree.,We must determine the best route.
detestation,intense hatred,−,She has a deep detestation of cruelty.,His detestation of lies is well known.,Their mutual detestation stayed for years.
detract,take away from,−,The typos detract from an otherwise good essay.,Nothing detracts from her strong voice.,Do not detract from your own accomplishments.
detrimental,harmful,−,Smoking is detrimental to your health.,The delay was detrimental to sales.,Gossip is detrimental to trust.
devastate,destroy,−,The flood devastated the small town.,The loss devastated the family.,War devastated the countryside for years.
deviate,stray,N,Do not deviate from the plan.,The bus deviated from its usual route.,She rarely deviates from her diet.
devious,deceitfully sneaky,−,He used devious tactics to win the bid.,She saw through his devious scheme.,Devious politicians hide their true aims.
devolve,pass down,N,The duty devolved on his younger sister.,The situation quickly devolved into chaos.,Local powers were devolved to the states.
devotion,dedication,+,Her devotion to her students is total.,He shows deep devotion to his craft.,She spoke of his devotion with pride.
dexterous,handy,+,The dexterous surgeon worked quickly.,Her dexterous fingers braided the hair fast.,He is dexterous at fixing small machines.
diatribe,bitter rant,−,He launched into a diatribe against the media.,Her essay is a diatribe on bad manners.,The letter was a long diatribe.
dichotomy,two-way split,N,There is a false dichotomy between work and rest.,The book explores the mind-body dichotomy.,Politics often presents a false dichotomy.
dictate,command,−,He does not dictate to his team.,She dictated the letter to her assistant.,Do not let fear dictate your choices.
dictum,pronouncement,N,The dictum 'less is more' guides his design.,She followed her father's dictum on honesty.,The court's dictum surprised many lawyers.
didactic,preachily instructive,−,The novel is too didactic for casual readers.,His didactic tone bored the class.,She avoids didactic writing in her essays.
difficult,hard,−,The problem was too difficult for a beginner.,She had a difficult day at work.,A difficult decision lay ahead.
diffident,shy,N,He gave a diffident smile at the praise.,She is diffident about her singing.,The diffident child hid behind his mother.
diffuse,spread,N,The scent slowly diffused through the room.,Her writing is diffuse and hard to follow.,Light diffuses through the frosted glass.
digest,summarize,N,She read a digest of the day's news.,Please digest the report before we meet.,It takes time to digest bad news.
digress,stray from topic,N,Do not digress from the main point.,He tends to digress in every speech.,She digressed to share a family story.
dilatory,slowly delaying,−,He is dilatory with his emails.,Their dilatory tactics wasted our time.,Dilatory habits held the project back.
dilemma,tough choice,N,She faced a moral dilemma at work.,The dilemma has no easy answer.,He was caught in a real dilemma.
dilettante,shallow amateur,−,Real artists dismissed him as a dilettante.,She acts like a dilettante of many crafts.,Do not be a dilettante; go deep in one field.
diligent,hardworking,+,She is a diligent researcher.,His diligent notes saved the team.,Diligent students often outperform brilliant ones.
dilution,weakening,N,Water caused a dilution of the medicine.,There was a dilution of the message online.,Dilution of the paint made it too pale.
dim,make less bright,N,Please dim the lights during the film.,Her memory of the day has dimmed.,The old bulb gave a dim glow.
diminish,decrease,−,His influence has diminished with time.,Fatigue diminished her focus.,Nothing can diminish her courage.
diminutive,tiny,N,She is a diminutive but strong woman.,The diminutive cottage charmed us.,He gave the puppy a diminutive nickname.
dire,extremely urgent,−,The village faces a dire water shortage.,His condition is dire but stable.,The report gave a dire warning.
direct,guide,N,Please direct all questions to her.,The film is direct and easy to follow.,She took a direct route to the office.
dirge,funeral song,−,The choir sang a slow dirge.,The music felt like a dirge for the era.,A dirge played as the coffin passed.
disabuse,correct false belief,+,Let me disabuse you of that notion.,She disabused him of his rosy view.,The class disabused them of the myth.
disarray,disorder,−,The office was in disarray after the move.,Her hair was in complete disarray.,The team fell into disarray after the loss.
disastrous,catastrophic,−,The trip was a disastrous failure.,She made a disastrous investment choice.,Weather turned the picnic disastrous.
disavow,deny knowledge of,N,The party disavowed the extremist speech.,He disavowed any role in the leak.,She disavowed the report as fake.
discard,throw away,N,Please discard the old batteries safely.,She discarded her old habits over the year.,He discarded the plan for a better one.
discern,detect,+,She could discern real fear in his eyes.,We must discern fact from opinion.,He could not discern the small text.
discernible,detectable,+,There is a discernible pattern in the data.,A discernible glow lit the horizon.,Her smile held a discernible sadness.
discernment,keen judgment,+,She has real discernment in choosing wine.,His discernment saved the firm from a bad deal.,Good editors need sharp discernment.
disciple,follower,N,He was a disciple of the great teacher.,The philosopher had many young disciples.,She is a disciple of minimalist design.
discipline,training,+,She has strong discipline in her practice.,The team lacks discipline on defense.,History is his favorite discipline.
disclose,reveal,N,He must disclose any conflict of interest.,She disclosed her medical history.,Please disclose all costs upfront.
disclosure,revelation,N,The disclosure of the leak shocked everyone.,Full financial disclosure is required.,Her honest disclosure impressed the board.
discomfit,unsettle,−,His tough questions discomfited the speaker.,She was discomfited by the sudden attention.,The prank discomfited the entire class.
disconcert,upset,−,The delay disconcerted the traveler.,Her frank stare disconcerted him.,Bad news disconcerted the whole team.
discordance,disagreement,−,There is discordance among the members.,The report noted a discordance in the data.,Their views showed strong discordance.
discount,dismiss,N,Do not discount his advice too quickly.,She got a discount on the book.,The store offers a student discount.
discreet,tactfully cautious,+,He gave a discreet cough to warn her.,She is discreet about her personal life.,A discreet phone call solved the problem.
discrepancy,inconsistency,−,There is a discrepancy in the two accounts.,Auditors flagged a small discrepancy.,She noticed a discrepancy in his story.
discretion,good judgment,+,Use your discretion in this matter.,She acted with great discretion.,Discretion is required for this role.
discriminatory,biased,−,He filed a discriminatory hiring case.,The policy is clearly discriminatory.,She rejected the discriminatory rule.
discursive,wandering,N,His writing style is discursive and rich.,The essay is discursive but engaging.,She gave a discursive speech at the dinner.
disdain,scorn,−,She looked at the mess with disdain.,He treated the offer with disdain.,Her disdain for gossip is well known.
disentangle,unravel,+,She tried to disentangle the necklace.,He wants to disentangle himself from the debt.,Time helped disentangle the truth.
disgorge,pour out,N,The tanker disgorged its oil on the beach.,The train disgorged commuters at rush hour.,She was forced to disgorge illegal profits.
disguise,hide,N,He wore a disguise at the party.,She could not disguise her anger.,The spy used a clever disguise.
dishearten,discourage,−,Do not let one loss dishearten you.,The bad review disheartened the author.,Weeks of rain disheartened the campers.
dishonest,deceitful,−,He gave a dishonest answer at the interview.,She refused to work in a dishonest firm.,Dishonest sellers hurt the market.
disincline,make unwilling,−,The long lines disinclined me to shop there.,Bad weather disinclined us to camp.,Cold rooms disincline students from talking.
disinformation,false info,−,The state spread disinformation about the vote.,She debunked the disinformation online.,Disinformation campaigns confuse voters.
disingenuous,fake-sincere,−,His apology felt disingenuous.,It is disingenuous to blame the intern.,She gave a disingenuous reason for leaving.
disinterested,impartial,+,We need a disinterested judge here.,She gave a disinterested opinion.,A disinterested review is more trusted.
disjunction,disconnection,N,There is a disjunction between his words and acts.,She noted a disjunction in the argument.,The film shows a disjunction of past and present.
dismantle,take apart,N,They dismantled the old shed carefully.,She dismantled his argument point by point.,Regulators forced them to dismantle the monopoly.
dismiss,reject,N,Do not dismiss her idea so quickly.,The judge dismissed the case.,She was dismissed from her job.
disorganize,disrupt,−,The strike disorganized the whole port.,Sudden changes disorganized the schedule.,Do not disorganize my careful notes.
disorient,confuse,−,The fog disoriented the drivers.,She was disoriented after the long flight.,The blackout disoriented every guest.
disown,reject as own,−,He threatened to disown his rebellious son.,She refused to disown her old ideas.,The company disowned the false ad.
disparage,belittle,−,Do not disparage her hard work.,Critics disparaged the film unfairly.,He disparaged rivals to lift himself.
disparate,fundamentally different,N,The team includes disparate personalities.,She brought together disparate ideas.,Their goals were disparate but linked.
dispassionate,unemotional,+,The judge gave a dispassionate ruling.,She wrote a dispassionate account of the war.,A dispassionate review helps decision-making.
dispense,distribute,N,The machine dispenses tickets on tap.,She dispensed advice freely to friends.,We can dispense with the small talk.
dispersal,scattering,N,Police ordered the dispersal of the crowd.,Seed dispersal helps plants spread.,The dispersal of assets took months.
displace,move aside,N,Rising rents displaced many families.,The new manager did not displace the old routines.,Floodwater displaced hundreds of people.
displease,upset,−,His rude reply displeased the client.,She was displeased with the messy report.,Nothing seemed to displease the kind teacher.
dispose,arrange,N,She disposed the books on the shelf.,Please dispose of the trash properly.,He is disposed to help friends in need.
disproportionate,too big,−,He puts disproportionate weight on small errors.,The punishment was disproportionate to the offense.,She gave disproportionate credit to luck.
disprove,show false,+,Data can disprove wild theories.,She disproved his alibi with a photo.,The test disproved the earlier finding.
dispute,argument,−,They had a dispute over the bill.,The border dispute lasted years.,No one can dispute her talent.
disquiet,uneasy feeling,−,The report caused public disquiet.,She felt a growing disquiet about the plan.,There was quiet disquiet in the room.
disquisition,formal essay,N,He gave a long disquisition on ethics.,Her disquisition on climate was well received.,The book opens with a disquisition on love.
disregard,ignore,−,He acted with total disregard for safety.,Do not disregard the warning signs.,Her disregard for rules hurt the team.
disruptive,disturbing,−,He was disruptive in class again.,The new tech is disruptive to the market.,Her behavior became disruptive at the meeting.
dissemble,hide true feelings,−,He dissembled about where he had been.,She had to dissemble to keep the secret.,Do not dissemble; tell the truth.
disseminate,spread widely,N,They disseminate news through email lists.,The lab disseminates its findings openly.,Rumors disseminate fast on social media.
dissension,disagreement,−,There is dissension within the party.,Dissension slowed the project down.,The meeting ended in loud dissension.
dissent,disagree,N,Three judges filed a strong dissent.,He voiced dissent from the plan.,She was punished for peaceful dissent.
dissident,rebellious dissenter,N,The dissident spoke against the regime.,She wrote a book on Soviet dissidents.,The dissident group demanded reform.
dissimilar,unlike,N,The twins are quite dissimilar in taste.,The two rooms are dissimilar in layout.,Their methods are strikingly dissimilar.
distend,swell,−,Her stomach distended after the meal.,Gas can distend the pipes.,The tumor distended the tissue.
distill,extract essence,+,She distilled the report into three points.,The book distills years of research.,Time distills memories to their core.
distinct,clearly separate,N,There is a distinct smell of coffee here.,She has a distinct style of writing.,The two theories are distinct.
distinguishable,identifiable,N,The twins are barely distinguishable.,His accent is distinguishable at once.,The colors are barely distinguishable in dim light.
distort,twist,−,The mirror distorts her image.,Media reports distorted the facts.,Do not distort my words in your article.
distress,suffering,−,Her call for help sounded like real distress.,The dog showed signs of distress.,Financial distress hit the family hard.
diverge,split apart,N,Their paths diverged after college.,The trail diverges near the river.,Opinions diverged sharply on the plan.
diverse,varied,+,Our team is diverse and creative.,The city offers diverse food options.,She read from diverse sources.
divert,redirect,N,They diverted the traffic around the crash.,She diverted the funds to the school.,A quick joke diverted the tense room.
divest,strip of,N,The firm divested its risky assets.,He divested himself of old habits.,She divested the company of underperforming units.
divination,fortune-telling,N,She practiced divination with cards.,Divination is common in many cultures.,He dismissed divination as pure guesswork.
divisive,causing division,−,The tax proposal is deeply divisive.,She avoids divisive topics at dinner.,Divisive rhetoric harms public trust.
divorce,legal separation,N,Their divorce was quick and quiet.,She sought a divorce after long unhappiness.,Do not divorce yourself from reality.
divulge,disclose,N,He refused to divulge his source.,She divulged the secret to her sister.,Please do not divulge private details.
doctrinaire,rigidly dogmatic,−,His doctrinaire views alienated allies.,She rejected doctrinaire economics.,A doctrinaire approach fits no real case.
doctrine,belief system,N,The party follows a strict doctrine.,She teaches the doctrine of nonviolence.,The book explains the church doctrine.
dogged,persistent,+,Her dogged effort finally paid off.,He is dogged in pursuing the truth.,The dogged reporter uncovered the fraud.
dogma,rigid belief,−,He rejected the party's dogma.,Old dogma slowed scientific progress.,She questioned every dogma she heard.
dogmatic,closed-minded,−,He is dogmatic about his methods.,Her dogmatic tone puts off students.,Dogmatic thinkers rarely admit error.
domestic,household,N,She handled all domestic chores.,The country focuses on domestic issues.,Domestic policies affect daily life.
dominant,primary,N,Red is the dominant color in the painting.,She is the dominant voice on the team.,The dominant theme is loss.
doom,disaster,−,He predicted doom for the reckless plan.,A sense of doom filled the room.,She warned of doom if warnings were ignored.
dormant,inactive,N,The volcano has been dormant for centuries.,Her talent lay dormant until college.,Old skills stayed dormant during the years abroad.
doubt,uncertainty,N,She had no doubt about the answer.,Doubt crept into his mind during the exam.,I doubt he will attend the wedding.
douse,extinguish,N,They doused the fire with sand.,She doused her hair to cool off.,He doused the candle before bed.
dowdy,unfashionable,−,Her dowdy suit did not suit the party.,The old cafe looks a bit dowdy now.,He avoided the dowdy old coat.
downplay,minimize,−,He tried to downplay the incident.,She downplays her role in the win.,Do not downplay the risks involved.
draconian,cruelly severe,−,The new rules feel draconian.,She protested the draconian punishment.,Draconian laws did not stop the smuggling.
dramatic,striking,N,There was a dramatic change in her mood.,The film has a dramatic ending.,He made a dramatic exit from the room.
drier,drying substance,N,Add a drier to the paint for faster setting.,The bag holds a small drier packet.,A drier keeps the equipment safe.
droll,amusingly odd,+,His droll sense of humor charmed us.,She gave a droll account of the trip.,The droll old man told great stories.
dubious,doubtful,−,He gave a dubious explanation for the delay.,The claim has dubious support.,She was dubious about the deal.
dull,boring,−,The lecture was long and dull.,She gave a dull sigh at the news.,The knife was too dull to cut the bread.
dupe,trick,−,Scammers duped many older buyers.,She was duped into signing the form.,Do not let him dupe you again.
duplicitous,two-faced,−,His duplicitous behavior cost him the job.,She uncovered a duplicitous scheme.,Duplicitous partners ruin any deal.
duplicity,double-dealing,−,His duplicity finally became public.,She hated the duplicity of office politics.,Duplicity in leadership breaks trust.
durable,long-lasting,+,These boots are strong and durable.,She wants a durable friendship.,The material is light but durable.
duress,under pressure,−,His confession was made under duress.,She signed the paper under duress.,Duress can invalidate a contract.
dutiable,taxable,N,Watches over ten grams are dutiable at the border.,She listed the dutiable items honestly.,Some gifts are dutiable at customs.
dutiful,conscientiously obedient,+,He was a dutiful son to his aging mother.,She gave a dutiful nod to her boss.,A dutiful clerk kept the records precise.
dwindle,shrink,−,Their savings dwindled to nothing.,Hope began to dwindle after the storm.,The audience dwindled during the long speech.
