Word,Meaning,Sense,Sentence 1,Sentence 2,Sentence 3
relatively,comparatively,N,"The project was relatively short.","She is relatively new to the field.","The trip was relatively cheap."
relegate,demote,−,"They relegated him to a junior role.","The team was relegated to a lower league.","She was relegated to filing after the mistake."
relent,finally yield,+,"He relented and let the child stay up late.","She refused to relent on the price.","The judge relented after the appeal."
relic,ancient object,N,"The old sword is a relic from the war.","She keeps her grandmother's ring as a relic.","The museum displays religious relics."
relief,easing of burden,+,"The medicine gave him quick relief.","There was relief on her face when she saw us.","The rain brought relief from the heat."
relinquish,let go of,N,"She relinquished her seat on the board.","He refused to relinquish control of the team.","They will relinquish the trophy at the ceremony."
relish,enjoy keenly,+,"He relishes a good debate.","She relished her first taste of freedom.","The chef relishes fresh summer produce."
reluctant,unwilling,−,"He was reluctant to answer the question.","She is reluctant to travel by plane.","The reluctant witness took the stand."
remarkable,notably extraordinary,+,"She showed remarkable courage in the crisis.","The view from the peak is remarkable.","He made a remarkable recovery in weeks."
remedy,cure,+,"She looked for a remedy for the cold.","There is no easy remedy for the debt.","The report suggests remedies for the delay."
reminiscent,evoking memory,N,"The song is reminiscent of the 1970s.","Her cooking is reminiscent of her mother's.","The scent is reminiscent of pine forests."
remote,distant,N,"They live in a remote village.","There is only a remote chance of rain.","She controlled the drone by remote."
remuneration,payment,+,"Her remuneration includes stock options.","He accepted the job without discussing remuneration.","The remuneration for the extra hours was fair."
renaissance,rebirth,+,"The city is enjoying a cultural renaissance.","Her career had a renaissance in her fifties.","The neighborhood is in the middle of a renaissance."
render,make,N,"His speech rendered her speechless.","The artist rendered the scene in watercolor.","Please render your final decision by Friday."
renege,break a promise,−,"He reneged on his pledge to donate.","She refused to renege on her agreement.","The company reneged on the contract."
renounce,formally give up,N,"He renounced his citizenship.","She renounced sugar for the whole year.","The prince renounced his claim to the throne."
renowned,widely famous,+,"She is a renowned surgeon in the field.","The renowned chef opened a new restaurant.","He is renowned for his generosity."
reparation,compensation,+,"The company paid reparations to the workers.","She sought reparation for the damage.","War reparations were negotiated for years."
repercussion,unwelcome consequence,−,"The scandal had lasting repercussions.","She feared the repercussions of speaking up.","The decision has serious repercussions."
repertoire,skill collection,+,"Her repertoire includes twenty languages.","The band's repertoire covers many genres.","He added a new dish to his repertoire."
repetitive,repeating,−,"The work is repetitive and tiring.","She grew bored with the repetitive drills.","His speech was repetitive and long."
replace,substitute,N,"She replaced the broken lamp.","We need to replace the old system.","No one can replace a good mentor."
replenish,refill,+,"Rain will replenish the reservoir.","She replenished the snacks before guests arrived.","Sleep helps replenish energy."
replete,completely full,+,"The library is replete with rare books.","Her essay is replete with strong examples.","The garden was replete with color."
replicate,copy exactly,N,"Scientists tried to replicate the study.","She replicated the recipe from memory.","The lab replicated the results in a week."
reprehensible,deserving strong disapproval,−,"His reprehensible behavior lost him the job.","The reprehensible act shocked the town.","She apologized for her reprehensible words."
representative,typical example,N,"The sample is representative of the population.","She is a representative of the union.","His views are representative of the group."
reproach,disappointed criticism,−,"She reproached him for missing the meeting.","He accepted her reproach without argument.","Her tone was full of quiet reproach."
reprobate,depraved person,−,"He was called a reprobate in his youth.","The novel's reprobate finds redemption.","Do not marry that reprobate."
repudiate,formally disown,N,"He repudiated the old alliance.","She repudiated the false claim in the press.","The party repudiated the extremist wing."
repugnant,disgustingly offensive,−,"The idea of cruelty is repugnant to her.","His repugnant remarks lost him friends.","She refused to eat the repugnant dish."
reputation,public standing,N,"He built a reputation for honesty.","Her reputation opened many doors.","The scandal ruined his reputation."
requisite,required,N,"She has the requisite skills for the job.","The permit is a requisite for the project.","He lacks the requisite experience."
resemble,look like,N,"The child resembles her mother.","This case resembles one from last year.","His writing resembles Hemingway's."
resent,feel bitter about,−,"She resents being interrupted.","He resented his brother's easy success.","Do not resent honest feedback."
reserve,formality,N,"She spoke with quiet reserve at the party.","He kept his views in reserve.","The reserve fund covers emergencies."
residual,leftover,N,"There is a residual smell of paint in the room.","She feels residual guilt about the choice.","The residual amount was returned to her."
resignation,acceptance of fate,−,"There was resignation in her voice.","He accepted the loss with quiet resignation.","She handed in her resignation on Monday."
resilient,bouncing back,+,"She is resilient after tough setbacks.","The resilient economy recovered fast.","Children can be surprisingly resilient."
resistant,unaffected by,N,"The material is resistant to heat.","He is resistant to any kind of change.","The bacteria are resistant to the drug."
resolute,firmly determined,+,"She was resolute in her decision to leave.","His resolute look ended the debate.","The resolute team refused to quit."
resolve,firm determination,+,"Her resolve to succeed inspired the team.","He tried to resolve the dispute quickly.","She resolved to exercise every day."
resonate,strike a chord,+,"His words resonate with young voters.","The song resonates deeply with her.","The theme resonates through the whole film."
resourceful,cleverly inventive,+,"She is resourceful in a crisis.","The resourceful chef used every scrap of food.","A resourceful traveler finds a way."
respire,breathe,N,"Plants respire through tiny pores.","The patient can respire on his own now.","Fish respire through their gills."
respite,break,+,"The rain gave a respite from the heat.","She took a respite from her studies.","There was no respite from the loud drills."
restive,restlessly impatient,−,"The horses grew restive before the storm.","The restive audience began to leave.","Long delays make him restive."
restorative,healing,+,"The tea has restorative properties.","A quiet weekend was restorative for her.","The doctor gave him a restorative broth."
restrain,hold back,N,"She restrained her anger during the call.","Police restrained the man safely.","New rules restrain corporate spending."
restrictive,limiting,−,"The dress code is too restrictive.","She left the restrictive job for freedom.","Restrictive rules slowed the project."
resurgence,rise again,+,"There is a resurgence of interest in vinyl.","The neighborhood is in resurgence.","A resurgence of the flu closed the school."
resurrect,revive,+,"She resurrected an old family recipe.","The team was resurrected after new investment.","His career was resurrected by one strong film."
resuscitate,revive,+,"Doctors resuscitated the patient in time.","She resuscitated the failing project.","The rescuer resuscitated the swimmer on the beach."
retaliate,strike back,−,"He retaliated by filing his own lawsuit.","She refused to retaliate against the rude coworker.","The country retaliated with new tariffs."
reticent,reluctant to share,N,"He is reticent about his personal life.","The reticent witness said little.","Her reticent smile hid her feelings."
retiring,shy,N,"He is retiring and prefers small groups.","The retiring nurse leaves after thirty years.","She has a retiring nature at parties."
retraction,taking back,N,"The paper printed a retraction of the story.","He demanded a public retraction.","The retraction came a week later."
retreat,withdraw,N,"The army was forced to retreat.","She went on a weekend retreat to rest.","He retreated to his study after dinner."
retrench,cut back,N,"The firm had to retrench during the recession.","She retrenched her expenses last month.","Universities retrenched some programs."
retribution,deserved punishment,−,"The novel is about crime and retribution.","He feared retribution from the boss.","Divine retribution is a common theme."
retroactively,after the fact,N,"The rule was applied retroactively.","She retroactively received the bonus.","Do not fix things retroactively; plan ahead."
reveal,make known,N,"She revealed the surprise at dinner.","The report revealed hidden costs.","Time will reveal the truth."
revel,celebrate wildly,+,"They reveled in their unexpected win.","She revels in a good challenge.","The team reveled all night after the final."
reverence,deep respect,+,"He spoke of his mentor with reverence.","She has reverence for old traditions.","Reverence filled the small chapel."
reverse,opposite,N,"He put the car in reverse.","The court reversed the earlier ruling.","She wore the shirt in reverse by mistake."
revisionist,reinterpreting history,N,"The book offers a revisionist view of the war.","She wrote a revisionist history of the era.","Critics called the film revisionist."
revitalize,restore vigor,+,"They aim to revitalize the old downtown.","A short vacation revitalized her.","New leadership revitalized the sluggish team."
revival,renewal,+,"There is a revival of interest in the arts.","She led the revival of the failing charity.","The play is a revival of an old classic."
revolt,rebel,−,"Workers revolted against low wages.","She revolted at the sight of the mess.","The novel describes a peasant revolt."
revolutionary,radically new,+,"The tool has a revolutionary design.","She is a revolutionary in medicine.","His revolutionary ideas changed the field."
reward,recompense,+,"She got a reward for finding the lost dog.","Hard work has its rewards.","The reward for good service is loyal customers."
rhapsody,ecstatic outpouring,+,"He wrote a rhapsody about her cooking.","The review was a rhapsody of praise.","She spoke a rhapsody about the sunset."
rhetoric,persuasive language,N,"His rhetoric moved the crowd.","She dismissed the speech as empty rhetoric.","Political rhetoric often outpaces action."
riddle,puzzle,N,"He solved the riddle in minutes.","Her sudden move is a riddle to us.","The book is full of clever riddles."
ridicule,mockery,−,"He faced ridicule for his old-fashioned suit.","She refused to ridicule her rivals.","Public ridicule silenced the poor speaker."
rigid,inflexible,−,"His rigid schedule leaves no room for family.","The rules are too rigid for the team.","She has a rigid view of right and wrong."
rigorous,strictly precise,+,"She followed a rigorous training plan.","The rigorous study convinced skeptics.","His rigorous methods produce reliable results."
rile,annoy,−,"His constant humming riled the whole office.","Do not let small delays rile you.","The rude comment riled the crowd."
riotous,wildly abundant,N,"The garden was a riotous mix of colors.","The party turned riotous after midnight.","Riotous laughter filled the hall."
risky,dangerous,−,"Skydiving is a risky hobby.","She made a risky bet on the startup.","Driving in fog is very risky."
ritualize,make into ritual,N,"He ritualizes his morning coffee.","She ritualizes her writing sessions.","Sports fans ritualize game day traditions."
rivet,fascinate,+,"The story riveted the audience.","Her eyes were riveted on the screen.","The debate riveted every viewer."
robust,vigorously strong,+,"The old car has a robust engine.","She is in robust health at eighty.","The robust economy created many jobs."
roil,agitate,−,"The news roiled the stock market.","Anger roiled beneath his calm face.","A cold wind roiled the surface of the lake."
romance,love affair,N,"Their romance began at college.","The novel is a classic romance.","She loves the romance of old trains."
rote,mechanical repetition,N,"He learned the poem by rote.","She dislikes rote memorization in math.","Rote drills bore most students."
routinely,regularly,N,"She routinely checks her email each morning.","He routinely arrives ten minutes early.","The bank routinely audits the accounts."
rudimentary,basic,N,"He has a rudimentary grasp of Spanish.","The kitchen has only rudimentary tools.","Her rudimentary sketches showed real promise."
ruminate,ponder,N,"She ruminated on the offer for a week.","He ruminated about the loss for days.","The essay ruminates on the meaning of home."
